0, inf
Next wall collision: id=3, time to collision=810
2205, 2300
2210, 2300
2215, 2300
2220, 2300
2225, 2300
2230, 2300
2235, 2300
2240, 2300
2245, 2300
2250, 2300
2255, 2300
2260, 2300
2265, 2300
2270, 2300
2275, 2300
2280, 2300
2285, 2300
2290, 2300
2295, 2300
2300, 2300
Next wall collision: id=1, time to collision=680
2300, 2980
2305, 2980
2310, 2980
2315, 2980
2320, 2980
2325, 2980
2330, 2980
2335, 2980
2340, 2980
2345, 2980
2350, 2980
2355, 2980
2360, 2980
2365, 2980
2370, 2980
2375, 2980
2380, 2980
2385, 2980
2390, 2980
2395, 2980
2400, 2980
2405, 2980
2410, 2980
2415, 2980
2420, 2980
2425, 2980
2430, 2980
2435, 2980
2440, 2980
2445, 2980
2450, 2980
2455, 2980
2460, 2980
2465, 2980
2470, 2980
2475, 2980
2480, 2980
2485, 2980
2490, 2980
2495, 2980
2500, 2980
2505, 2980
2510, 2980
2515, 2980
2520, 2980
2525, 2980
2530, 2980
2535, 2980
2540, 2980
2545, 2980
2550, 2980
2555, 2980
2560, 2980
2565, 2980
2570, 2980
2575, 2980
2580, 2980
2585, 2980
2590, 2980
2595, 2980
2600, 2980
2605, 2980
2610, 2980
2615, 2980
2620, 2980
2625, 2980
2630, 2980
2635, 2980
2640, 2980
2645, 2980
2650, 2980
2655, 2980
2660, 2980
2665, 2980
2670, 2980
2675, 2980
2680, 2980
2685, 2980
2690, 2980
2695, 2980
2700, 2980
2705, 2980
2710, 2980
2715, 2980
2720, 2980
2725, 2980
2730, 2980
2735, 2980
2740, 2980
2745, 2980
